NO,NAMA RUMAH,HARGA,Luas bangunan,Luas tanah,Kamar tidur,Kamar mandi,Kapasitas mobil dalam garasi
830,Rumah Di Tebet Nyaman Aman Strategis Jalanan Besar 2 Mobil Bebas Banjir,"0,0859","0,1007","0,0260","0,1250","0,2222","0,0000"
831,Rumah Mewah 2 Lantai Di Asem Baris,"0,1016","0,2230","0,2013","0,3750","0,3333","0,1111"
832,Rumah Mungil Di Tebet Siap Huni,"0,0234","0,0536","0,0045","0,1250","0,3333","0,0000"
833,Rumah mininalis tebet,"0,0453","0,1289","0,0565","0,3750","0,3333","0,0000"
834,Rumah Lux Tebet,"0,2344","0,3641","0,1902","0,3750","0,4444","0,0000"
835,Rumah Baru Di Tebet Timur Lokasi Strategis,"0,0469","0,1289","0,0565","0,2500","0,2222","0,1111"
836,Rumah Cantik Di Tebet Dekat Supomo Pancoran Kuningan Gatot Subroto,"0,0750","0,1007","0,0646","0,2500","0,2222","0,0000"
837,"TEBET - Kondisi Bagus, Dekat Jalan 2 Mobil","0,0453","0,1007","0,0342","0,3750","0,2222","0,1111"
838,"TEBET - Siap Huni, Terawat, Tengah Kota, Strategis","0,0328","0,1101","0,0364","0,1250","0,2222","0,1111"
839,TEBET - Bagus Untuk Investasi dan Harga Sangat Menarik,"0,0313","0,0818","0,0632","0,1250","0,2222","0,0000"
840,"TEBET - Jalan 2 Mobil Lebar, Strategis","0,2031","0,3547","0,2519","0,5000","0,5556","0,5556"
841,TEBET - Siap Huni Lokasi Bagus,"0,1953","0,2719","0,2526","0,5000","0,3333","0,1111"
842,"TEBET - Rumah Bagus, Siap Huni","0,0469","0,1289","0,0602","0,2500","0,2222","0,1111"
843,TEBET - Rumah Baru,"0,0391","0,0536","0,0267","0,1250","0,1111","0,1111"
844,"TEBET - Siap Huni, Kondisi Sangat Terawat","0,0516","0,2230","0,0936","0,3750","0,3333","0,1111"
845,"TEBET - Area Tenang, Aman dan Nyaman","0,0453","0,1101","0,0743","0,2500","0,2222","0,1111"
846,Tebet - Dijual Rumah Mewah Klasik,"0,2813","0,6933","0,2281","0,3750","0,4444","0,4444"
847,"Tebet rumah minimalis modern, jakarta selatan","0,0273","0,1383","0,0275","0,3750","0,3333","0,0000"
848,"Dijual Rumah sangat strategis di Tebet Barat, dekat sekolah, stasiun, Tebet Mas","0,0297","0,1054","0,0594","0,3750","0,1111","0,0000"
849,Rumah Tingkat 2 Lantai Di Komplek Gudang Peluru Tebet Jakarta Selatan,"0,1328","0,4111","0,2162","0,7500","0,4444","0,3333"
850,Dijual Rumah Cantik Di Tebet Akses Jalan Lebar,"0,3438","0,5992","0,6932","0,2500","0,3333","0,3333"
851,"Di Jual Rumah Mewah Sangat Strategis Di Tebet Akses Jalan 2mobil Lebar, Rumah Menghadap Selatan","0,3125","0,5992","0,3663","0,2500","0,3333","0,6667"
852,Di jual rumah di jl persada raya,"0,0469","0,1289","0,1233","0,6250","0,2222","0,0000"
853,Rumah strategis tebet barat,"0,3422","0,5992","0,4428","0,1250","0,2222","0,1111"
854,"Rumah Baru Semi Furnished Depan TAMAN dekat Gelael, Tebet Barat, Jakarta Selatan","0,0469","0,1101","0,0379","0,3750","0,3333","0,0000"
855,"Rumah Tebet Barat Dalam - Jakarta Selatan, Tebet, Jakarta Selatan","0,0344","0,0696","0,0238","0,2500","0,1111","0,0000"
856,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0250","0,0913","0,0290","0,2500","0,3333","0,0000"
857,Di Jual Rumah Cantik di Tebet Jalan 1 Mobil Jakarta Selatan,"0,0828","0,1759","0,0936","0,2500","0,2222","0,0000"
858,Rumah Brand New Minimalis Modern Bebas Banjir di Tebet,"0,0375","0,0913","0,0416","0,1250","0,2222","0,0000"
859,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0352","0,1289","0,0267","0,2500","0,2222","0,0000"
860,Dijual Rumah Cantik Minimalis Di Tebet Dekat Taman,"0,0313","0,0818","0,0305","0,2500","0,3333","0,0000"
861,Rumah Murah Siap Huni Akses 2 Mobil Tebet Timur Jak Sel,"0,0484","0,1101","0,0750","0,2500","0,2222","0,0000"
862,Rumah Strategis Cocok Untuk Usaha Posisi Huk Di Tebet Timur,"0,0859","0,0630","0,0788","0,2500","0,0000","0,1111"
863,Rumah Strategis Siap Huni Akses 1mobil Di Tebet Barat,"0,0391","0,0818","0,0602","0,2500","0,2222","0,0000"
864,Rumah Siap Huni Hanya 50meter Ke Jalan Asembaris Raya,"0,0172","0,0348","0,0535","0,0000","0,1111","0,0000"
865,Rumah 2lantai Strategis Akses 2mobil Lokasi Asembaris Tebet,"0,0313","0,1289","0,0527","0,0000","0,1111","0,0000"
866,Rumah Asri Siap Huni Strategis Lokasi Asembaris Bebas Banjir,"0,0180","0,0611","0,0602","0,1250","0,1111","0,0000"
867,"Rumah Baru 2,5 Lantai Akses 1mobil Lokasi Tebet Timur","0,0313","0,1289","0,0267","0,1250","0,1111","0,1111"
868,Rumah Bagus Siap Huni Tebet Barat Jak Sel,"0,0352","0,0536","0,0371","0,2500","0,2222","0,0000"
869,Rumah Sederhana Di Tebet Timur Jak Sel,"0,0117","0,0207","0,0267","0,0000","0,0000","0,0000"
870,Rumah Siap Huni Ada Kosan 4pintu Lokasi Tebet Barat Jak Sel,"0,0438","0,1289","0,0676","0,7500","0,7778","0,0000"
871,Rumah Strategis Siap Huni Akses 1mobil Dekat Pasar Tebet Jak Sel,"0,0234","0,0536","0,0342","0,1250","0,1111","0,0000"
872,Rumah Lama Layak Huni Akses 2 Mbl Bs Utk Kosan Di Menteng Dlm Jak Sel,"0,0500","0,1759","0,1129","0,3750","0,3333","0,0000"
873,Rumah Baru Siap Huni Akses 2mobil Semi Furnised Lokasi Tebet Utara,"0,0547","0,0611","0,0267","0,1250","0,2222","0,0000"
874,Rumah Siap Huni Posisi Huk Akses 2mobil 200meter Kejalan Supomo,"0,0938","0,0818","0,0416","0,2500","0,2222","0,0000"
875,Rumah Strategis 100meter Ke Jl Supomo Di Menteng Dalam Tebet Jak Sel,"0,0250","0,0348","0,0639","0,1250","0,1111","0,0000"
876,Rumah Strategis Akses Jalan 2mobil Di Menteng Dalam Tebet Jak Sel,"0,1250","0,3641","0,3685","1,0000","1,0000","0,2222"
877,Tebet Rumah Siap Huni Jln 2 Mbl Nyaman,"0,0469","0,0913","0,0639","0,2500","0,2222","0,1111"
878,"Di Kebun Baru Rumah Terawat, Area Strategis","0,0469","0,0715","0,1308","0,2500","0,3333","0,0000"
879,Dijual Rumah Kokoh Di Gudang Peluru,"0,1484","0,3358","0,2793","0,6250","0,3333","0,1111"
